node,node_lat,node_lon,ts,num,rssi,tag,tag_lat,tag_lon,tag_speed,dist_m,received
node18,-8.2702492,111.7018452,2024-07-08 06:20:36,1053,-23.3587681052,KMBA_04A31607C091,53.55,51.85,2.7,783,true
node04,-9.7262368,120.3608455,2024-03-04 21:18:11,1119,-17.254638581,KMBA_04A31607C091,51.04,53.3,4.48,546,false
node36,43.46802,132.46674,2024-07-21 02:07:28,1133,-14.0573352642,KMBA_04A31607C091,56.63,55.74,3.64,532,true
node33,33.026386,106.002647,2024-05-31 09:14:32,754,-13.4902416344,KMBA_04A31607C091,55.51,59.13,4.37,326,false
node04,33.347316,120.16366,2024-11-13 06:54:46,975,-13.7286534128,KMBA_04A31607C091,56.52,50.33,2.24,733,false
node18,28.108088,114.457886,2024-09-30 19:01:36,848,-13.8655164395,KMBA_04A31607C091,52.2,54.91,4.71,321,true
node21,42.060385,120.665667,2024-09-27 05:43:35,1273,-14.5525363774,KMBA_04A31607C091,57.39,50.68,3.6,322,true
node27,6.65984,124.09981,2025-01-13 22:41:55,1230,-14.1684278351,KMBA_04A31607C091,52.71,55.73,2.92,218,false
node36,40.7046234,23.652122,2024-02-09 07:23:16,1165,-10.2272958544,KMBA_04A31607C091,58.93,59.31,3.59,863,true
node18,-1.4740609,103.5147735,2024-03-01 16:27:26,1540,-11.3806702827,KMBA_04A31607C091,51.62,56.35,2.1,201,true
node27,48.6769923,22.3927591,2024-11-17 17:56:33,396,-14.3787025858,KMBA_04A31607C091,59.97,58.8,4.38,425,false
node27,44.551653,129.633168,2024-03-27 11:08:35,1376,-11.3191860851,KMBA_04A31607C091,53.37,51.08,3.04,851,true
node04,63.24072,29.2518185,2024-08-27 14:34:56,344,-15.1637758754,KMBA_04A31607C091,55.33,55.3,3.55,475,true
node36,41.3461777,-7.982286,2024-01-29 05:58:09,600,-11.5396581679,KMBA_04A31607C091,52.92,51.5,2.53,606,false
node15,14.7575652,-88.1132737,2024-02-19 12:54:13,1469,-28.8201241037,KMBA_04A31607C091,59.81,57.22,1.26,782,false
node35,-12.3992902,-74.8659421,2024-12-20 17:56:31,735,-20.3513923233,KMBA_04A31607C091,54.67,57.89,1.88,464,false
node33,13.5920158,122.320801,2025-01-18 06:24:12,1051,-12.1345201978,KMBA_04A31607C091,51.59,57.73,4.6,810,false
node36,8.0093062,-62.4015536,2024-06-21 06:59:42,682,-12.4986283983,KMBA_04A31607C091,52.08,59.97,3.14,722,false
node35,-9.7625469,-36.1328132,2024-01-04 08:17:06,390,-13.2894946643,KMBA_04A31607C091,51.29,53.96,3.04,384,true
node27,23.061749,101.045317,2025-01-15 12:43:50,905,-10.4930433418,KMBA_04A31607C091,55.45,51.08,3.95,644,false
node36,45.644535,5.868937,2024-07-28 18:54:50,976,-12.5979593741,KMBA_04A31607C091,55.19,51.51,4.01,238,true
node21,-17.0490108,-41.5612423,2024-05-27 00:51:34,1217,-12.2334370233,KMBA_04A31607C091,55.57,59.26,2.45,739,false
node27,-6.8646647,107.5889804,2024-09-01 21:40:11,1244,-16.2144702628,KMBA_04A31607C091,52.15,56.1,3.87,310,true
node02,59.2154931,11.0101588,2024-03-19 14:21:33,1406,-18.3787127767,KMBA_04A31607C091,54.0,58.37,2.15,424,true
node04,51.2881709,106.5297101,2024-07-30 05:23:33,315,-26.5607439792,KMBA_04A31607C091,53.64,59.06,2.11,74,false
node18,49.4715988,22.4496086,2025-01-24 07:14:39,1599,-13.2232814554,KMBA_04A31607C091,50.36,57.28,1.95,637,true
node02,15.0634836,-88.2290783,2024-06-07 05:14:42,819,-11.9604091427,KMBA_04A31607C091,55.72,54.66,3.74,400,true
node04,48.071593,119.059106,2024-07-04 12:56:06,326,-11.4171317847,KMBA_04A31607C091,53.28,52.24,3.61,281,false
node02,-7.0487503,108.5314753,2024-09-10 21:20:50,411,-14.4331612442,KMBA_04A31607C091,51.99,59.63,4.33,114,true
node02,34.31028,108.975658,2024-08-20 04:33:53,700,-12.0544417567,KMBA_04A31607C091,57.21,56.28,1.02,912,false
node02,45.616422,-122.5804528,2024-04-16 20:13:31,939,-11.8511293358,KMBA_04A31607C091,58.9,57.17,3.51,10,false
node02,31.4153241,121.2288833,2024-04-12 15:12:42,508,-15.1698378576,KMBA_04A31607C091,55.66,51.6,3.7,677,false
node18,14.7741387,99.8571416,2024-06-08 07:46:41,1543,-11.5190006574,KMBA_04A31607C091,57.15,54.92,2.22,437,false
node33,48.7233569,14.6338236,2024-01-09 18:26:14,754,-23.1813030578,KMBA_04A31607C091,53.51,51.94,1.72,452,false
node27,41.2420649,-80.8488498,2024-11-08 07:51:19,1598,-14.4123619489,KMBA_04A31607C091,58.16,56.03,3.89,945,true
node18,14.6632212,-90.6132158,2024-07-18 05:00:28,364,-15.8191801623,KMBA_04A31607C091,57.62,57.19,1.49,513,false
node18,15.0796303,-85.5586368,2024-12-24 04:20:18,1140,-12.8733098235,KMBA_04A31607C091,58.11,58.12,3.45,531,true
node04,-7.040572,106.8448686,2024-05-28 05:20:16,636,-21.9116175486,KMBA_04A31607C091,59.65,57.37,1.34,556,true
node04,49.41668,-112.86856,2024-04-09 05:36:05,701,-12.2121162753,KMBA_04A31607C091,59.36,54.24,4.89,91,true
node18,-8.401854,114.118103,2024-06-29 10:39:09,621,-10.2848783393,KMBA_04A31607C091,50.17,58.7,1.49,546,true
node04,36.1201804,139.7040273,2024-09-13 17:10:56,1555,-13.2131512821,KMBA_04A31607C091,53.68,52.84,4.44,988,false
node27,38.913307,115.484517,2025-01-26 19:07:29,1531,-14.3347624697,KMBA_04A31607C091,55.64,55.13,1.23,551,true
node04,21.630384,111.000373,2024-08-21 07:48:08,737,-29.3800883801,KMBA_04A31607C091,54.8,56.98,2.35,78,false
node18,43.840232,5.037751,2024-05-29 17:48:44,1285,-11.3694755606,KMBA_04A31607C091,59.24,50.34,4.79,715,true
node04,-8.7394711,121.918866,2024-11-14 23:47:21,1130,-13.3233007282,KMBA_04A31607C091,54.56,57.73,3.33,788,true
node21,50.8822214,16.3195565,2024-08-17 05:49:02,1005,-18.1164436506,KMBA_04A31607C091,51.35,57.88,3.31,129,false
node33,58.0916417,60.7098352,2024-04-23 08:19:44,1242,-10.6227014262,KMBA_04A31607C091,58.69,51.63,1.1,590,true
node33,28.650072,121.261886,2024-04-03 17:58:17,976,-10.6232520985,KMBA_04A31607C091,59.94,59.41,2.8,636,false
node04,49.549347,19.65954,2024-12-02 19:05:56,1158,-13.0093511688,KMBA_04A31607C091,52.75,59.63,4.52,747,false
node33,5.4807517,10.4284178,2024-06-05 01:12:11,302,-11.5122474948,KMBA_04A31607C091,51.38,50.07,1.3,104,true
node02,-6.8013457,111.4126837,2024-03-08 17:03:12,1552,-13.4481334569,KMBA_04A31607C091,51.08,57.47,1.81,76,true
node18,-18.1111446,-49.0009403,2024-01-13 00:03:42,741,-21.3686982688,KMBA_04A31607C091,59.32,55.35,1.43,111,true
node21,3.2093353,101.6716295,2024-05-28 18:20:11,374,-10.1149610945,KMBA_04A31607C091,55.56,54.58,2.73,707,true
node18,38.8495365,119.7889248,2024-02-08 20:07:33,380,-12.6380557186,KMBA_04A31607C091,55.73,57.34,2.88,590,false
node04,-7.43712,108.36198,2024-08-20 00:14:44,1224,-11.8333811886,KMBA_04A31607C091,53.85,54.7,3.62,303,false
node35,25.112046,99.161761,2024-04-29 16:07:17,1376,-18.8959375609,KMBA_04A31607C091,58.2,53.4,2.0,586,false
node21,-6.2382699,106.9755726,2024-01-22 13:14:10,1550,-12.0842599665,KMBA_04A31607C091,51.31,52.75,4.38,902,true
node18,-8.2916,122.9193,2024-02-21 08:27:15,731,-13.0709961507,KMBA_04A31607C091,57.77,54.14,1.42,484,true
node21,45.7451347,4.8252311,2024-02-02 08:46:36,861,-14.123407922,KMBA_04A31607C091,51.82,52.87,2.51,302,true
node18,-6.2686878,139.9469432,2024-04-15 06:36:26,1154,-10.3726287915,KMBA_04A31607C091,54.36,54.61,4.86,429,false
node35,-26.8214685,-55.0199394,2024-02-06 15:06:00,995,-15.3710835678,KMBA_04A31607C091,55.61,50.5,1.85,838,true
node21,9.201062,-73.5425659,2024-05-06 08:59:07,429,-14.4223978533,KMBA_04A31607C091,51.12,52.13,2.3,454,false
node15,26.497765,101.738528,2024-01-12 15:45:27,1040,-21.9428438307,KMBA_04A31607C091,55.07,50.88,4.01,190,false
node33,48.8744977,2.3410371,2024-09-25 13:20:55,1178,-19.2662337706,KMBA_04A31607C091,53.56,56.69,3.67,753,false
node18,-6.2002533,106.8221628,2024-10-23 20:28:42,619,-11.3555508236,KMBA_04A31607C091,50.25,53.81,4.15,782,false
node33,29.287939,121.429477,2024-03-19 11:14:43,1592,-11.310232074,KMBA_04A31607C091,54.4,54.79,2.32,146,true
node15,58.584874,16.1916703,2024-11-26 16:42:19,1214,-14.5729330576,KMBA_04A31607C091,56.74,57.52,3.0,305,true
node02,43.915618,113.873272,2024-04-29 17:23:47,1407,-16.4624010231,KMBA_04A31607C091,59.45,54.33,1.6,175,true
node21,31.211077,117.393358,2024-05-04 22:57:47,1452,-16.3513959509,KMBA_04A31607C091,50.74,50.16,1.27,295,false
node35,16.2661738,-3.4044187,2024-05-05 06:17:10,689,-34.8083636177,KMBA_04A31607C091,57.68,51.13,3.9,745,true
node35,-38.9126083,-67.976045,2024-05-23 09:13:03,410,-11.1003076121,KMBA_04A31607C091,53.99,55.9,4.61,765,false
node04,39.562646,113.369956,2024-09-14 12:28:21,1370,-10.7176792326,KMBA_04A31607C091,51.92,54.96,3.5,191,false
node33,27.768996,112.792138,2024-11-29 22:16:27,654,-15.2189626965,KMBA_04A31607C091,53.53,58.46,2.87,64,false
node15,14.0023717,121.8952135,2025-01-01 01:52:32,785,-14.5156288201,KMBA_04A31607C091,59.99,58.23,4.24,315,false
node15,38.7917289,-27.306593,2024-12-15 16:20:17,453,-10.3100952215,KMBA_04A31607C091,59.31,50.31,1.21,508,false
node18,43.0429124,1.9038837,2024-06-30 05:38:40,1123,-10.1986365833,KMBA_04A31607C091,59.93,53.72,1.15,832,true
node33,-32.1748082,-64.1108167,2024-01-01 17:32:59,1050,-11.516746366,KMBA_04A31607C091,53.94,57.09,1.59,932,true
node36,45.311057,5.5463235,2024-02-01 07:00:14,999,-15.1124533952,KMBA_04A31607C091,59.79,51.52,4.87,72,true
node36,26.022703,119.602109,2024-10-12 22:14:16,746,-13.3393844492,KMBA_04A31607C091,54.18,56.45,4.28,457,true
node36,19.6092712,-72.2134308,2025-01-18 07:36:51,1512,-23.607499461,KMBA_04A31607C091,59.56,58.47,4.42,515,true
node33,31.453134,93.888763,2024-07-30 17:40:06,627,-14.1058591449,KMBA_04A31607C091,51.26,59.5,1.19,989,true
node18,37.444498,114.498761,2024-02-19 20:06:09,344,-23.5951327886,KMBA_04A31607C091,57.24,54.8,4.9,512,true
node02,27.3423771,53.1803558,2024-08-04 08:57:27,1073,-16.0715585126,KMBA_04A31607C091,56.35,55.83,4.71,82,false
node18,35.89222,14.51833,2024-04-18 14:55:50,1300,-20.3716324146,KMBA_04A31607C091,50.49,52.86,1.32,995,true
node33,43.4945737,5.8978018,2024-04-16 04:22:16,687,-15.3405802868,KMBA_04A31607C091,57.13,54.49,3.47,544,false
node27,30.3220554,73.1302301,2025-01-09 08:37:12,619,-14.1868995724,KMBA_04A31607C091,59.52,52.17,1.78,466,true
node02,32.709243,116.722615,2024-07-17 04:29:07,1507,-15.7565932977,KMBA_04A31607C091,57.02,56.85,1.09,248,false
node02,48.3009689,-1.2836594,2024-01-25 21:47:08,735,-10.2591720798,KMBA_04A31607C091,54.8,54.6,1.78,686,true
node36,39.8,97.9,2024-04-13 21:00:33,878,-15.3368241605,KMBA_04A31607C091,59.15,50.52,2.99,279,true
node35,-7.22698,-39.297682,2024-08-10 10:05:16,1232,-11.1238271343,KMBA_04A31607C091,57.43,53.96,2.5,709,true
node04,-8.6986,122.3514,2024-01-27 11:21:04,1299,-13.7847005992,KMBA_04A31607C091,52.56,53.53,3.85,146,true
node02,44.3417656,-79.542666,2024-11-05 22:55:07,1360,-13.8382301058,KMBA_04A31607C091,51.35,58.01,1.62,377,false
node33,38.6169978,-9.083874,2024-07-30 12:18:44,1061,-11.0997515504,KMBA_04A31607C091,55.46,58.21,4.18,192,true
node15,14.6322366,-86.6736997,2024-01-23 07:06:18,682,-13.4867778056,KMBA_04A31607C091,56.51,52.44,2.84,107,true
node04,-6.916443,39.2246882,2024-07-01 15:12:31,1468,-24.5312801658,KMBA_04A31607C091,56.18,51.7,2.88,309,false
node36,44.6488775,37.9401099,2024-04-28 09:12:01,831,-10.9093891165,KMBA_04A31607C091,51.94,55.0,2.76,974,true
node35,5.419092,100.343645,2024-03-10 02:55:41,566,-11.0274604297,KMBA_04A31607C091,57.39,52.05,2.52,420,false
node21,16.503112,107.3375791,2024-03-31 19:40:42,539,-10.0300729354,KMBA_04A31607C091,55.23,50.92,4.38,550,true
node27,-26.7376205,-49.1743626,2024-11-03 11:49:19,485,-19.2316642741,KMBA_04A31607C091,52.64,58.26,3.96,959,true
node02,19.8838774,110.4153075,2024-02-14 14:06:10,1516,-14.2067413475,KMBA_04A31607C091,56.25,53.48,1.07,652,false
node21,38.0117509,23.8548387,2024-04-02 22:24:52,1140,-12.2077152036,KMBA_04A31607C091,58.12,56.05,1.24,158,true
node04,12.3437798,121.3345788,2024-10-19 11:17:03,471,-10.6703524528,KMBA_04A31607C091,59.76,54.8,1.55,275,false
node21,40.692169,117.163821,2024-06-26 14:47:43,691,-11.8175878238,KMBA_04A31607C091,58.1,50.64,4.45,92,false
node27,41.6528112,123.3427328,2024-12-27 17:27:13,660,-10.6493669234,KMBA_04A31607C091,52.59,59.35,4.56,269,true
node02,27.789796,120.67484,2024-08-20 05:37:20,312,-16.311329598,KMBA_04A31607C091,59.29,50.51,1.41,45,true
node04,21.2451953,104.438096,2024-10-29 21:09:05,380,-14.4963247907,KMBA_04A31607C091,58.49,51.41,1.71,108,true
node33,45.4225908,35.8206159,2024-06-08 21:16:24,1226,-11.9440442916,KMBA_04A31607C091,54.82,54.22,3.33,568,false
node02,22.2016816,-97.8367954,2024-02-17 07:55:19,348,-12.0173934308,KMBA_04A31607C091,57.85,53.32,1.12,140,false
node04,44.4713171,38.4021735,2024-08-04 16:25:14,650,-12.0367323958,KMBA_04A31607C091,58.1,58.86,2.61,823,false
node02,15.6627727,120.487985,2024-05-31 07:26:45,352,-11.7582120259,KMBA_04A31607C091,59.09,54.2,4.84,729,true
node02,60.4079862,5.3151044,2024-10-27 20:14:04,942,-10.4747434546,KMBA_04A31607C091,50.93,51.49,3.87,24,false
node21,-6.3323202,106.0316898,2024-07-02 16:55:01,849,-12.8709128079,KMBA_04A31607C091,59.87,56.22,4.83,672,false
node15,17.4465041,120.5273983,2024-03-12 22:23:13,1353,-13.1454089109,KMBA_04A31607C091,59.15,52.43,4.0,775,true
node27,-2.5503853,-44.070196,2024-05-30 01:26:00,617,-11.4865112373,KMBA_04A31607C091,58.48,50.09,2.17,209,false
node04,-5.3971396,105.2667887,2024-01-26 15:32:09,1509,-10.3143295191,KMBA_04A31607C091,57.22,58.19,2.64,628,false
node27,-19.54172,169.2803499,2024-08-09 10:12:11,767,-13.7679437965,KMBA_04A31607C091,53.13,59.28,1.26,591,false
node02,14.6060279,-87.940833,2024-07-17 20:52:33,1591,-22.0100048385,KMBA_04A31607C091,55.57,52.32,2.65,274,true
node27,34.954857,109.299475,2024-11-14 12:46:33,326,-10.7189748043,KMBA_04A31607C091,57.94,51.27,3.21,180,false
node21,59.1308951,31.8512437,2024-12-10 14:37:37,682,-10.8265997365,KMBA_04A31607C091,55.86,53.72,4.7,604,true
node33,36.7195014,-4.4239965,2024-02-22 04:10:26,1169,-11.5224530195,KMBA_04A31607C091,59.81,54.27,1.55,239,true
node35,34.954134,108.320121,2024-12-27 07:08:17,1462,-14.6390951554,KMBA_04A31607C091,52.93,51.79,3.84,368,true
node02,60.5854759,22.897837,2025-01-01 23:25:53,1178,-12.1523032981,KMBA_04A31607C091,56.1,59.28,2.94,880,true
node02,32.53,-92.08,2024-09-29 21:09:39,1424,-11.2576714087,KMBA_04A31607C091,50.62,60.0,4.94,686,false
node27,26.7255231,128.1765722,2024-06-22 07:08:48,360,-15.1170340747,KMBA_04A31607C091,54.25,56.62,3.51,618,true
node36,38.8978995,-77.0157837,2024-01-31 19:22:05,1018,-22.9550467328,KMBA_04A31607C091,56.77,53.92,2.26,488,true
node35,35.5603286,133.1965067,2024-01-21 10:26:51,971,-16.611944389,KMBA_04A31607C091,58.65,51.22,2.66,93,true
node02,5.976474,116.115777,2024-04-21 05:17:32,1387,-27.1974877753,KMBA_04A31607C091,52.59,50.09,1.85,8,false
node04,48.5051169,-72.2292881,2024-04-14 12:00:51,509,-14.7437799583,KMBA_04A31607C091,53.63,58.69,2.91,699,false
node36,55.111901,83.8869856,2024-10-30 09:52:22,862,-11.0396523267,KMBA_04A31607C091,51.93,56.53,4.76,205,false
node21,36.6493964,139.8816085,2024-02-04 16:23:35,1252,-11.0120344742,KMBA_04A31607C091,51.69,52.2,3.02,497,false
node27,23.9179637,120.6775054,2024-04-26 16:45:16,603,-20.0994440535,KMBA_04A31607C091,51.38,50.84,2.12,881,false
node36,47.9755808,80.432736,2024-12-14 01:28:43,776,-10.9851825183,KMBA_04A31607C091,54.44,53.73,1.43,18,false
node04,11.2666664,122.5333328,2024-09-01 21:16:28,526,-11.0418919899,KMBA_04A31607C091,53.33,58.28,3.12,759,false
node36,-7.6656142,111.2949357,2024-12-16 01:06:14,543,-12.5638248414,KMBA_04A31607C091,56.89,51.75,4.41,703,false
node27,11.6994751,122.2790551,2024-09-10 11:02:03,1020,-25.2483449849,KMBA_04A31607C091,54.7,53.7,4.88,157,true
node18,14.570924,121.0276584,2025-01-09 08:05:24,302,-13.9655320367,KMBA_04A31607C091,55.48,52.33,4.72,127,false
node15,11.1856085,124.9202302,2024-09-01 03:41:07,599,-16.7718869411,KMBA_04A31607C091,51.36,58.05,4.53,488,true
node04,40.605681,20.9193691,2024-03-29 04:42:07,882,-14.5240761846,KMBA_04A31607C091,50.85,52.84,3.2,145,true
node02,29.461194,110.152436,2024-08-22 23:04:33,575,-10.9793054726,KMBA_04A31607C091,56.74,53.77,3.39,498,true
node27,-8.6068,116.2028,2024-10-03 04:47:24,1148,-21.5793930303,KMBA_04A31607C091,57.42,50.43,2.93,656,true
node35,35.00394,104.634983,2024-12-02 07:05:13,1274,-10.1794033083,KMBA_04A31607C091,57.85,52.07,4.12,731,false
node15,55.9835962,37.1465904,2024-06-29 20:34:31,613,-10.0405471146,KMBA_04A31607C091,57.14,52.24,1.9,556,true
node15,-22.1507823,166.8808338,2024-09-21 13:56:37,913,-11.2300798857,KMBA_04A31607C091,58.62,56.91,4.06,885,false
node02,25.169786,110.160651,2024-05-02 01:36:13,1282,-11.385915523,KMBA_04A31607C091,55.29,55.05,2.03,677,false
node27,50.1919788,14.493582,2024-06-18 02:49:03,529,-18.8070522264,KMBA_04A31607C091,57.9,53.96,2.06,3,false
node15,46.779204,-56.173126,2024-03-06 12:46:30,1544,-10.0275965014,KMBA_04A31607C091,55.96,57.08,2.98,803,true
node27,42.2214597,43.9644051,2024-05-31 08:53:32,1203,-13.4013101076,KMBA_04A31607C091,56.54,50.75,4.53,214,true
node36,-5.5944574,-78.7841007,2024-12-20 22:03:57,1448,-11.2038505512,KMBA_04A31607C091,52.28,52.81,2.03,936,false
node35,32.096344,118.909159,2024-12-17 11:21:24,1140,-14.5658766342,KMBA_04A31607C091,57.24,57.14,4.28,918,false
node18,32.904916,104.466646,2024-08-13 13:12:38,1539,-18.0174766386,KMBA_04A31607C091,54.1,56.21,4.7,565,true
node15,-23.5586314,-51.4650904,2024-03-26 04:25:22,889,-10.2203476114,KMBA_04A31607C091,54.88,51.51,1.4,436,false
node21,37.16516,122.486657,2024-04-16 05:23:02,1398,-12.2525743245,KMBA_04A31607C091,53.21,51.46,3.84,307,true
node27,41.985186,122.836723,2024-10-25 00:35:00,458,-19.8444972879,KMBA_04A31607C091,55.87,57.51,2.01,221,false
node18,40.1420033,-82.9770371,2024-08-30 06:20:22,1498,-10.7658320869,KMBA_04A31607C091,55.08,55.13,2.8,364,true
node04,53.7683238,18.1130662,2024-10-25 02:39:07,1126,-12.1092606777,KMBA_04A31607C091,59.07,59.7,2.91,148,true
node35,58.6571132,15.9940592,2024-05-12 02:14:36,1112,-10.3197360081,KMBA_04A31607C091,52.5,55.63,3.63,847,true
node27,-15.158624,-48.2802925,2024-07-24 00:23:07,667,-11.5642605457,KMBA_04A31607C091,58.28,56.67,3.04,249,true
node15,29.624269,118.373047,2024-01-23 18:41:00,893,-10.9734460902,KMBA_04A31607C091,58.33,51.57,4.94,451,true
node15,-7.6589782,110.5394227,2024-11-17 12:14:57,500,-10.8965049521,KMBA_04A31607C091,57.47,58.21,1.93,724,true
node36,13.7785321,100.681544,2024-01-09 00:59:39,1418,-11.5295925227,KMBA_04A31607C091,59.65,53.71,1.64,475,true
node02,57.2900329,13.5137081,2024-09-27 00:03:19,322,-11.3930315751,KMBA_04A31607C091,59.12,52.88,4.33,325,true
node04,49.6087627,18.4861804,2024-08-29 11:50:53,1463,-11.2903134886,KMBA_04A31607C091,55.47,50.07,3.44,276,true
node35,38.8931743,-77.0251409,2024-08-10 07:21:43,580,-10.4342335374,KMBA_04A31607C091,53.02,54.42,3.87,40,true
node35,52.3048562,15.4108777,2024-07-18 00:47:35,1010,-12.4280572117,KMBA_04A31607C091,58.23,53.18,4.71,370,false
node21,49.2251043,23.3483512,2024-11-01 01:59:07,1308,-18.9816218711,KMBA_04A31607C091,51.8,50.33,3.98,387,false
node02,0.0074415,37.0722303,2024-07-20 11:22:35,1088,-12.538534519,KMBA_04A31607C091,51.88,54.58,3.02,797,true
node15,25.416658,115.935862,2024-08-28 15:00:29,499,-23.5520088505,KMBA_04A31607C091,59.18,56.1,4.54,547,false
node36,31.236833,121.532286,2024-02-05 20:15:54,1230,-13.436724925,KMBA_04A31607C091,53.01,51.32,1.48,769,true
node04,-20.2883705,57.7310666,2024-03-12 21:29:47,1467,-11.6515259876,KMBA_04A31607C091,58.12,57.54,3.29,115,true
node27,45.3306087,17.7149287,2024-06-23 05:55:31,620,-15.9784095224,KMBA_04A31607C091,56.89,56.82,1.83,197,true
node21,46.6488132,16.1355432,2024-12-06 14:18:42,1368,-10.7509276179,KMBA_04A31607C091,51.88,57.16,4.67,32,false
node36,-20.2029069,57.7289398,2024-01-22 01:04:33,680,-13.4122824638,KMBA_04A31607C091,58.03,57.28,2.5,897,false
node18,58.3244259,12.278769,2024-11-12 06:46:43,1044,-11.8757630543,KMBA_04A31607C091,59.91,59.39,3.73,770,true
node36,38.371268,114.393598,2024-08-07 16:28:28,1212,-13.8997869547,KMBA_04A31607C091,58.53,53.7,3.25,597,false
node33,-18.9489026,48.2244268,2025-01-01 08:54:25,379,-10.2562611379,KMBA_04A31607C091,58.89,52.77,3.32,841,true
node33,34.137139,120.227624,2024-03-21 02:25:35,1094,-11.604591973,KMBA_04A31607C091,53.02,54.49,1.85,272,false
node02,-8.3748772,-35.4551341,2024-06-16 01:04:33,941,-14.9312261356,KMBA_04A31607C091,56.31,54.68,4.25,483,true
node33,32.8285457,-8.5116903,2024-04-09 02:10:58,670,-23.8873915096,KMBA_04A31607C091,54.44,59.34,2.65,706,true
node18,-25.5085286,-54.6753231,2025-01-16 23:31:11,1534,-16.2342040736,KMBA_04A31607C091,58.82,50.14,2.46,467,false
node04,31.76,-106.49,2024-07-03 04:18:18,680,-10.9172779696,KMBA_04A31607C091,50.29,50.32,1.57,975,true
node27,34.8389466,134.7007309,2024-07-24 18:49:15,1185,-10.5518780682,KMBA_04A31607C091,50.75,57.87,1.48,393,true
node33,59.7448493,17.8041667,2025-01-06 19:05:09,408,-11.5804588871,KMBA_04A31607C091,58.09,54.93,2.52,250,false
node21,-17.0363653,30.4386437,2025-01-16 02:20:32,1187,-16.6396173596,KMBA_04A31607C091,56.28,59.55,2.21,658,false
node18,30.916426,118.734651,2024-02-09 16:16:14,1510,-10.1641650927,KMBA_04A31607C091,52.7,56.77,3.84,498,false
